link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-Big-Kahuna/669138/2832578/view,Miriam Stone,Germany,"poetry, rhythm, structure, transmitter, africa, wild life, color, puzzle piece, fur, leopard, memory",Abstract,"Abstract Expressionism, Abstract, Expressionism, Fine Art, Modern","Watercolor, Acrylic, Gesso, Paper",Canvas,"$1,950.00",Painting,51.2  H, 43.3  W,0.8
/art/Painting-Along-the-High-Line/337321/2818854/view,Patty Neal,United States,"High Line, Nw York City, Cityscape, buildings, oil",Cities,"Expressionism, Fine Art, Realism",Oil,Wood,"$3,410.00",Painting,18.5  H, 40  W,2
/art/Painting-Echoes/796774/3122351/view,Laura Spring,United States,"coastal decor, minimalistic painting,  beach house decor,  large abstract, large minimal art",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Modern",Acrylic,Canvas,"$1,080.00",Painting,48  H, 36  W,1.5
/art/Painting-Franklin-Huron/328612/2352822/view,Michael Goro,United States,"train, urban, winter, chicago, arcitecture",Architecture,"Figurative, Fine Art, Pop Art",Oil,Wood,"$4,350.00",Painting,24  H, 36  W,1.5
/art/Painting-swimming/540288/2785324/view,Regine Kuschke,Germany,"swimming, water, canvas, Falily, idyll, lake, modern, oil",Family,"Figurative, Modern, Fine Art",Oil,Canvas,$640.00,Painting,12  H, 12  W,0.2
/art/Painting-Empire-of-Significance/703359/3164611/view,Alisa Lim A Po,Netherlands,"people, social behavior, complex interactions, social war, love",People,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Modern",Acrylic,Canvas,"$6,850.00",Painting,59.1  H, 59.1  W,1.6
/art/Painting-Dry-Spell/744816/2702070/view,W C,,"sad, griffith park, hollywood hills, hollywood, Los Angeles, desolate, drought, dry, apocalypse, Hollywood Sign, griffith observatory, mountain",Landscape,"Fine Art, Modern, Photorealism, Realism, Illustration","Oil, Ink",Canvas,"$3,710.00",Painting,48  H, 36  W,1.5
/art/Painting-Young-man-with-red-hair/298934/3192740/view,Ilir Pojani,United States,"painting, portrait, pojani, expressive, abstract, male, man, modern, oil",Portrait,"Figurative, Fine Art, Modern, Expressionism",Oil,Canvas,$340.00,Painting,12  H, 12  W,0.8
/art/Painting-Opa-Vic/737785/2724406/view,Victor van de Lande,Netherlands,"park, portrait, spring, bright, chatting, green, leafs, men",People,"Expressionism, Figurative, Fine Art, Modern",Acrylic,Canvas,$930.00,Painting,19.7  H, 19.7  W,0.8
/art/Painting-Girl-with-cigarette/56712/2732305/view,Nelly van Nieuwenhuijzen,Netherlands,"painting, portrait, red, black, white, cigarette, doll, girl, oriental",Women,"Modern, Fine Art",Acrylic,Wood,$315.00,Painting,11.8  H, 11.8  W,0.8
/art/Painting-Lonely-trees-I/90025/2730636/view,Stanislav Bojankov,Bulgaria,"acrylic, red, seasons, blue, violet, yellow, abstract expressionism, action painting, abstract landscape, green, autumn, music",Abstract,"Abstract Expressionism, Cubism, Fine Art, Pop Art, Modern","Acrylic, Ink, Gouache, Tempera",Canvas,$840.00,Painting,18.1  H, 21.7  W,0.8
/art/Painting-sunlit/775737/2764511/view,Lyubomyr Khudyak,Ukraine,"snow, winter, oil on canvas, landscape, mountains",Landscape,Fine Art,Oil,Canvas,"$1,990.00",Painting,27.6  H, 19.7  W,0.8
/art/Painting-Rhythmical-Blue-Zone/601632/2650213/view,Adriano Borges Ribeiro,Italy,"planets, plants, relief, biology, organic, fluo, alien, creatures, fito, glow, growing",Abstract,"Modern, Fine Art, Abstract, Abstract Expressionism, Art Deco","Digital, Enamel, Fabric, Fiberglass, Clay","Canvas, Paper, Plastic, Wood, Other","$4,189.00",Painting,39.4  H, 59.1  W,2
/art/Painting-orange-zone/705753/2141787/view,stephen cimini,United States,"abstract, geometric, large, modern, monochromatic, orange",Geometric,"Abstract, Fine Art, Modern",Oil,Canvas,"$10,100.00",Painting,78.5  H, 48  W,3
/art/Painting-Portrait/780067/2485004/view,R L Group,Russia,"people, portrait, posing, woman, girl, model",Portrait,"Art Deco, Realism, Portraiture, Figurative, Fine Art",Oil,Canvas,"$3,250.00",Painting,32.7  H, 24.8  W,0.4
/art/Painting-Manifesting-1-2-3-Longing-To-Touch/95318/2917500/view,veronique maria,United Kingdom,"manifesting, touch, triptych, hope, longing",Abstract,"Abstract, Fine Art, Expressionism","Ceramic, Clay, Oil, Paint, Acrylic","Aluminium, Canvas, Ceramic","$8,000.00",Painting,39.4  H, 94.5  W,2.4
/art/Painting-Drift-Away-Irena-Orlov-Unique-Work-Limited-Edition-Glass-Coat-Abstract-Fine-Art-Gallery-Wrapped-Canvas-Giclee-48-x-72-x-1-5/314125/2413247/view,Irena Orlov,United States,"abstract art, limited edition, colorful abstract, metal print, extra large artwork, large abstract art, irena orlov",Abstract,"Abstract, Abstract Expressionism, Minimalism, Expressionism, Fine Art","Acrylic, Digital",Canvas,"$7,200.00",Painting,48  H, 72  W,1.5
/art/Painting-tropical-abstract-237/386627/3029028/view,Harry Moody,United States,"bold, abstract expressionism, colorful, contemporary, new abstract, dynamic, Harry Moody",Abstract,"Abstract, Abstract Expressionism, Conceptual, Expressionism, Fine Art",Oil,"Aluminium, Canvas, Wood","$14,250.00",Painting,66  H, 60  W,2
/art/Painting-Jesus-del-Chiquita/888516/3051162/view,Nicole Economides,Greece,"paint, texture, Mixed Media, jesus, canvas, celebrity, abstract, bananas",Pop Culture/Celebrity,"Abstract, Abstract Expressionism, Fine Art, Pop Art","Acrylic, Oil, Charcoal, Pastel",Canvas,"$2,850.00",Painting,74.8  H, 63  W,2
/art/Painting-Minimal-Form-O2-16-Original/867115/2979604/view,Erika Kendal,United Kingdom,"shape, black and white , british, contemporary, contrast, abstract, architecture, geometric, interior, minimal, modernism, movement",Abstract,"Abstract, Modern, Minimalism, Fine Art, Pop Art","Acrylic, Paint, Ink",Canvas,$750.00,Painting,39.4  H, 39.4  W,1.5
/art/Painting-My-love/733440/2922350/view,Z E D,United States,"best, red, classic, angel, girl, art, love, old",Women,"Fine Art, Modern, Portraiture",Oil,Canvas,"$3,350.00",Painting,27.6  H, 27.6  W,0.8
/art/Painting-JMM-Lessons-Learned/663120/2112207/view,John Moyle,United States,"painting, radiant, vibrant, abstract painting , modern art, original art, interior design, home decor, acrylic painting, coral, acrylic abstract, gold and black",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, oil, gesso, modge podge",Canvas,"$5,550.00",Painting,40  H, 30  W,1.5
/art/Painting-The-Concept-of-Structure/323748/2589456/view,Micha* Janowski,United Kingdom,"portrait, new portrait, janowski, structure, body, bust, figurative, figure",People,"Expressionism, Figurative, Fine Art, Portraiture",Acrylic,Canvas,"$1,320.00",Painting,29.9  H, 24  W,1.6
/art/Painting-Human-in-square-T-7/817854/3076928/view,Monique FAVART,France,"portrait, realistic, square, blur, thought, white ground, african, hyperrealisme, pixelation",Portrait,"Figurative, Fine Art, Portraiture, Realism",Oil,Canvas,"$3,510.00",Painting,39.4  H, 39.4  W,0.8
/art/Painting-Night-part-2/11258/3033806/view,Fabienne Jenny Jacquet,United Kingdom,"party, portrait, sitting, couple, night",Portrait,"Figurative, Fine Art, Surrealism",Oil,Paper,"$1,470.00",Painting,13.8  H, 9.8  W,0
/art/Painting-Series-17-45/599547/3166304/view,Heather Goodwind,United States,"black, blue, square, symbolism, circle, radiating lines, eye, geometry, grey, contained, concentric circles",Abstract,"Abstract, Fine Art, Minimalism, Modern","Acrylic, Ink, Graphite",Paper,$545.00,Painting,14  H, 11  W,1
/art/Painting-Frederic-Edwin-Church-s-Window/19843/2889613/view,Gareth Kemp,,"painting, tropical, window, Palm Trees, Frederic Edwin Church",Landscape,"Fine Art, Figurative, Modern",Acrylic,Canvas,"$3,250.00",Painting,55.1  H, 47.2  W,2
/art/Painting-Cityscapes/821236/2774580/view,Joan Giordano,United States,"wax, Mixed Media, found objects, abstract, loose, newspaper, oil",Abstract,"Abstract, Conceptual, Fine Art","Oil, Paper, Paint, Wax, Found Objects",Canvas,"$3,710.00",Painting,30  H, 24  W,3
/art/Painting-Before-the-storm/802436/2878790/view,Andrey Bogdan,Ukraine,"sea, boat, storm, water, Ukraine, odessa",Landscape,Fine Art,"Oil, Acrylic",Canvas,$365.00,Painting,15.4  H, 9.8  W,0.8
/art/Painting-Amelie/675770/2445017/view,Stan Olthuis,Canada,"spiritual, polkadots, uplifting, dress, imagination, landscape, movement",Fantasy,"Abstract Expressionism, Expressionism, Figurative, Fine Art","Acrylic, Gesso, Paper",Wood,"$1,620.00",Painting,16  H, 16  W,1.5
/art/Painting-Bloom/394796/2966288/view,Isabelle Pelletane,France,"red, bloom, blue, bouquet, colorfull, abstract, floral, flowers, garden, green, orange",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Pop Art",Acrylic,Canvas,$770.00,Painting,19.7  H, 19.7  W,0.8
/art/Painting-lux/735514/3125784/view,Andrea Pallang,Slovakia,"yellow, minimalart, pallang, map, luxemburg, new",Geometric,"Minimalism, Abstract, Modern, Cubism, Fine Art",Acrylic,Canvas,"$2,490.00",Painting,39.4  H, 31.5  W,0.8
/art/Painting-Granada-Bait-Tackle/31928/1849574/view,Lesley Giles,,"seascape, water, bridge, florida, lesley giles, bait & tackle, fishing, ocean",Seascape,"Modern, Art Deco, Fine Art",Oil,Canvas,"$3,410.00",Painting,30  H, 40  W,2
/art/Painting-Sailing-Through-the-Silences/543323/2824480/view,Amy Hutcheson,United States,"painting, paper, verticle, drawing, abstract, green, linear, oil",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art","Oil, Graphite, oil pastel, colored pencil, erasure ",Paper,"$3,010.00",Painting,50  H, 38  W,0.2
/art/Painting-Arrival-at-the-Platform/926234/3214915/view,Hiroshi Sato,United States,"platform, black, stairway, suit, white, woman, Japan, businessman, Ashcan, hopper, man",Train,"Figurative, Fine Art, Realism",Oil,Canvas,"$10,750.00",Painting,50  H, 64  W,1.8
/art/Painting-Untitled-Orange-and-Green/23999/3215684/view,James Tebbutt,United Kingdom,"vivid, bright,  expressionism, gestural, post-modern, contrast, superflat, abstract, floating, juxtaposition, movement",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Pop Art","Acrylic, Oil",Canvas,$950.00,Painting,28  H, 24  W,1.6
/art/Painting-Rain/872543/2940309/view,Erik Seiler,,"rain, tree, cold, april, wather",Nature,Fine Art,"Ink, Gouache, Watercolor",Paper,$135.00,Painting,12  H, 13.4  W,0
/art/Painting-New-York-Heartbeat/773919/2388229/view,Arno Bruse,Germany,"skyline, blonde, sunset, new york, city, Chrysler Building, eye, face, lips",Cities,"Figurative, Fine Art, Pop Art, Portraiture, Realism",Acrylic,Canvas,"$2,450.00",Painting,63  H, 47.2  W,0.8
/art/Painting-Still-Life-with-Lines/486818/2440408/view,Aleksandra Toborowicz,Poland,"painting, blue, violet, still life, cardboard, expressionism, abstract, lines",Still Life,"Abstract, Abstract Expressionism, Expressionism, Figurative, Fine Art",Acrylic,Cardboard,"$1,640.00",Painting,25.7  H, 36.4  W,0.2
/art/Painting-Rhythm-Series-on-Paper-3/918618/3184321/view,Caroline Rager,Austria,"pink, rectangular, blue, stripes, white, minimal, modern",Geometric,"Abstract, Geometric, Minimalism, Fine Art","Acrylic, Pencil",Paper,$260.00,Painting,9.4  H, 12.6  W,0.1
/art/Painting-Orangerie/336236/2819763/view,Santiago Paredes,Argentina,"euan uglow, realism, Peter Doig, sasnal, cezanne, Matisse , monet, Hockney, Manet, Singer Sargent, orange",People,"Expressionism, Figurative, Fine Art, Impressionism, Photorealism",Acrylic,Canvas,$880.00,Painting,47  H, 39  W,2
/art/Painting-Wall-VI/764261/2339559/view,Barbara Levittoux**widerska,Poland,"proportion, space, wall, white, empty, light, luminous",Architecture,"Abstract, Fine Art",Oil,Canvas,"$7,350.00",Painting,47.2  H, 47.2  W,1.2
/art/Painting-abstract-66/386627/2316594/view,Harry Moody,United States,"abstract expressionism, conceptual, dreamy, earthy, abstract",Abstract,"Abstract, Abstract Expressionism, Conceptual, Expressionism, Fine Art",Oil,Canvas,"$9,600.00",Painting,54  H, 60  W,1.5
/art/Painting-Landscape/801248/3189979/view,Artem Grunyka,Ukraine,"river, shine, sky, sun, color, contrast, abstract, Oillandscape, landscape",Abstract,"Abstract, Expressionism, Fine Art, Modern, Abstract Expressionism",Oil,Wood,$340.00,Painting,23.6  H, 15.7  W,0.7
/art/Painting-THEODICY-part-3-Double-Fantasy/671421/3148501/view,jerzy cepi*ski,Poland,"relief, contemplative, lenon, fingerprints, grey, contepual, minimal",Abstract,"Abstract, Fine Art, Minimalism, Modern",Acrylic,Canvas,"$9,100.00",Painting,39.4  H, 78.7  W,1.6
/art/Painting-Metro/348568/2106850/view,Andrey Sokolov,Belarus,"abstract minimalism, red, underground, abstract art, gray, metro, metropolitan, minimalism",Abstract,"Abstract, Abstract Expressionism, Minimalism, Fine Art, Modern",Oil,Canvas,"$2,190.00",Painting,39.4  H, 27.6  W,0.8
/art/Painting-Requiem/347946/2279766/view,Kokichi Umezaki,Japan,"white, fine art, contemporary art, collage, drawing, abstract",Abstract,"Abstract, Fine Art, Modern","Acrylic, Paper, Paint","Paper, Other",$545.00,Painting,10.1  H, 7.2  W,0.8
/art/Painting-It-has-nothing-to-do-with-me/722961/2434514/view,TAE WOOK LEE,South Korea,"painting, Korean painting, ink wash painting, drawing, ink",People,"Fine Art, Modern",ink wash painting,Paper,"$3,250.00",Painting,55.1  H, 51.2  W,1.2
/art/Painting-The-Straw-Basket/869987/3019061/view,Lia Kaufman,Israel,"portrait, yellow, Mixed Media, brown, latin, rural, child, culture, Latin America, metal, nostalgia, basket",Children,"Figurative, Modern, Portraiture, Fine Art, Pop Art","Oil, Metal, Resin",Aluminium,"$1,690.00",Painting,39.4  H, 23.6  W,0.2
/art/Painting-Fulopke-our-house-cat/770932/2595734/view,Agnes Bodor,United States,"black and white cat, pet, cat, tuxedo cat, animal",Animal,Fine Art,Watercolor,Paper,$365.00,Painting,16  H, 20  W,0
/art/Painting-When-to-Draw-the-Line/719752/2632629/view,Kat Crosby,United States,"blue, abstract expressionism, contemporary art, modern art, small abstract, abstract, green, bold abstract",Abstract,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,$135.00,Painting,10  H, 10  W,1.5
/art/Painting-Pocket/413554/2375511/view,Cathrine Hancher,United States,"painting, pocket, shirt, fabric, men's shirt",Still Life,"Figurative, Fine Art, Realism",Oil,Canvas,"$2,550.00",Painting,13  H, 11  W,1
/art/Painting-Shine-after-the-rain-3/665444/3235819/view,xuan khanh nguyen,Vietnam,"red, school girls, red trees, contemporary, girls",Landscape,"Art Deco, Fine Art, Surrealism",Acrylic,Canvas,"$3,750.00",Painting,39.4  H, 49.2  W,1.2
/art/Painting-Don-Quixote-Rome-and-the-Burbs-Diptych-part-1/42007/2306259/view,Nicole Beland,Canada,"Picasso, graffiti, street art, diptych, Pop-Art, contemporary, don quixote, Minotaur, abstract, modern, multimedia, mythology",Abstract,"Abstract, Street Art, Fine Art, Pop Art","Acrylic, Gesso, Spray Paint, Ink","Canvas, Wood","$2,360.00",Painting,33.5  H, 53.5  W,1.6
/art/Painting-LEMONADE/805287/2587189/view,HYZHY OLEH,Ukraine,"pitcher, table, fruit, heat, lemonade",Still Life,Fine Art,Oil,Canvas,"$1,540.00",Painting,23.6  H, 19.7  W,0.6
/art/Painting-Roses/899412/3113544/view,Tatyana Soletska,Ukraine,"realism, roses, watercolor, fineart, folk",Still Life,"Fine Art, Realism, Folk",Watercolor,Paper,$445.00,Painting,24  H, 16.9  W,0.4
/art/Painting-Eagles-Nest/283032/2308029/view,Ron Cooper,United States,"beach, swimmers, water, landscape, bathers",Landscape,"Figurative, Fine Art, Modern",Oil,Canvas,$810.00,Painting,16  H, 20  W,1.5
/art/Painting-Allegro/864946/2879025/view,Tatiana Boikova,Ukraine,"blue, brown, black and white , Pop art, Circuls, dynamic composition, abstract, futurism, geometric, iteriours, ornament",Abstract,"Cubism, Fine Art, Pop Art, Abstract","Gouache, Ink",Paper,$690.00,Painting,16.5  H, 23.4  W,0
/art/Painting-Free-Under-the-Sea-a-large-underwater-seascape-with-fish/3154/3089349/view,Gill Bustamante,United Kingdom,"paintings of the sea, tropical fish paintings, large oil paintings of fish, large underwater art, fish and seascapes, paintings about being free",Seascape,"Fine Art, Impressionism, Realism, Modern",Oil,Canvas,"$2,460.00",Painting,40  H, 40  W,1.5
/art/Painting-Spring-Garden-5-Fr-hlingsgarten-5-Work-no-2015-39/736657/2675996/view,Daniela Schweinsberg,Germany,"painting, red, rose, small, spring, turquoise, canvas, mixed-media, abstract, garden, green",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, charcoal, oil pastels",Canvas,$710.00,Painting,15.7  H, 11.8  W,0.8
/art/Painting-Evening-blues/680585/2104648/view,Elena Lukina,Latvia,"painting, realism, sea, water, wave, wind, canvas, evening blues, impressionism, marine, modern, oil",Seascape,"Impressionism, Realism, Modern, Fine Art",Oil,Canvas,$750.00,Painting,19.7  H, 27.6  W,0.8
/art/Painting-HSV/857439/2901587/view,Judson  Vereen,,"white paint, black, oil painting, san francisco, oil paintings, abstract fine art, markrothko, Willem De Kooning, abstract, new artist work",Abstract,"Abstract Expressionism, Abstract, Expressionism, Fine Art",Oil,Canvas,"$5,410.00",Painting,48  H, 36  W,1.3
/art/Painting-A-big-decision/328738/3132228/view,Bert Heersema,Netherlands,"sigaret, suits, vintage, film noir, classic mood, handsome, men suits",Men,"Figurative, Portraiture, Fine Art",Oil,Canvas,"$1,170.00",Painting,19.7  H, 23.6  W,1.2
/art/Painting-Reincarnation/784087/2579207/view,Aristotle Forrester,United States,"bedroom art, modern abstraction, fine abstract art, new art 2015, Large oil paints",Abstract,"Abstract, Abstract Expressionism, Fine Art",Oil,Canvas,"$15,750.00",Painting,69  H, 78  W,2
/art/Painting-Children-3/767426/2366230/view,Konstantine Kakabadze,Germany,"black, boy, white, child, children, clothes, garden, girl, ball",Children,Fine Art,Oil,Canvas,"$3,250.00",Painting,31.1  H, 23.6  W,0.6
/art/Painting-Searching-for-the-Abstract/426258/2686224/view,Laurie Foote,Canada,"simple, still life, underpainting, flower, orchid",Still Life,"Abstract Expressionism, Fine Art, Modern",oil,Canvas,$290.00,Painting,14  H, 11  W,1
/art/Painting-Approaching-storm/831380/2709021/view,Marek Danielewicz,Poland,"sky, storm, wind, clouds, lightning",Landscape,Fine Art,Oil,Wood,$660.00,Painting,25.2  H, 32.3  W,0.8
/art/Painting-The-Tear/717926/2285883/view,martial durou,United Kingdom,"portrait, blood, tear, woman, dark",People,"Figurative, Fine Art, Expressionism",Acrylic,Canvas,$545.00,Painting,15.8  H, 15.8  W,1.6
/art/Painting-Bold-Tendencies/2935/1467817/view,Abi Box,United Kingdom,"painterly, red, bright, yellow, colour, explosion, game, loud, orange",Abstract,"Impressionism, Abstract, Figurative, Fine Art","Oil, Acrylic, Household",Canvas,"$1,960.00",Painting,47.2  H, 34.3  W,1.2
/art/Painting-Flora/741158/2823494/view,will harmuth,United States,"sunflowers, sunny, florist, flowers, architecture",Garden,Fine Art,Acrylic,Other,"$1,055.00",Painting,24  H, 24  W,0.3
/art/Painting-Winter-Kid/690842/2739908/view,Marcel Garbi,United Kingdom,"portrait, red, blue, bonnet, boy, winter, asian , cap, child, big eyes, face, kid",Portrait,"Fine Art, Modern, Portraiture","Ink, Watercolor",Paper,$590.00,Painting,19.7  H, 13.4  W,0
/art/Painting-The-Emotional-Creation-86/311324/2897219/view,Carla Sa Fernandes,Portugal,"acrylic, painting, canvas, abstract expessionism, emotional creation, abstract, fluorescent, carla sa fernandes",Abstract,"Abstract, Fine Art, Modern, Abstract Expressionism",Acrylic,Canvas,"$4,700.00",Painting,35.4  H, 70.9  W,1.6
/art/Painting-ravens-in-the-Bathroom/457748/3189686/view,Soso Kumsiashvili,Georgia,"spades, bird, black, blue, ravens, contemporary, animals, bath, bathroom",Animal,"Conceptual, Fine Art, Minimalism, Modern, Realism",Acrylic,Paper,$610.00,Painting,23.6  H, 47.2  W,0
/art/Painting-Head-of-a-man-in-red/298934/2660625/view,Ilir Pojani,United States,"portrait, red, black, close-up, contemporary, expressionism, face, head, man, modern",Portrait,"Figurative, Fine Art, Modern",Oil,Canvas,$660.00,Painting,20  H, 16  W,0.8
/art/Painting-parallel-lives/705753/2907657/view,stephen cimini,United States,"beauty, violet, contemporary, abstract, geometric, modern, orange",Abstract,"Abstract, Modern, Fine Art",Oil,"Canvas, Other","$4,850.00",Painting,48  H, 48  W,2
/art/Painting-A-Patriot-s-Life/751973/2580643/view,Juliana DeFrance,United States,"patriot, patriotic, politics, Red White Blue, american, undivided, flag, freedom, harmony",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, Gesso",Wood,$240.00,Painting,10  H, 10  W,2
/art/Painting-My-plants/771034/3039741/view,Marina Gorkaeva,Russia,"plant, cactus, color, colour, floral, flower, flowerpot, geranium, home",Floral,"Fine Art, Figurative","Acrylic, Tempera, Gouache",Paper,$310.00,Painting,12.6  H, 16.5  W,0
/art/Painting-New-York-I/406373/3015409/view,Daphne Poiri,France,"blue, street, taxi, town, yellow, buildings, city, newyork, reflet, grey, hopper",Architecture,"Figurative, Fine Art, Realism",Oil,Canvas,"$1,960.00",Painting,39.4  H, 25.6  W,1.2
/art/Painting-Abstract-painting-Duenengras-marram-grass/93253/2987704/view,Ute Laum,Germany,"sky, yellow, coast, dunes, expressionism, abstract, grass, laum, modern, orange",Abstract,"Abstract, Modern, Abstract Expressionism, Expressionism, Fine Art",Acrylic,Canvas,"$2,590.00",Painting,31.5  H, 39.4  W,0.8
/art/Painting-TH742/735695/3070784/view,Radek *mach,Czech Republic,"structure, brown, coffe, contemporary, cream, abstract, grey, minimalism, modern",Abstract,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Minimalism",Acrylic,Canvas,"$1,840.00",Painting,29.5  H, 23.6  W,0.8
/art/Painting-Softly/190027/2594649/view,Michelle Hold,Italy,"softness, vibrant, colorfull, under 200$, landscape of mind, abstract, multiple layering paper, landscape",Landscape,"Abstract, Abstract Expressionism, Fine Art","Acrylic, pigments",Paper,$245.00,Painting,15.7  H, 11.8  W,0.1
/art/Painting-Shadow-Fog/665341/2119330/view,Alyce Gottesman,United States,"painting, blue, white, Mixed Media, fine art, color, abstract, gray, landscape, minimalism, modern, nature",Abstract,"Abstract, Modern, Fine Art, Minimalism, Abstract Expressionism","Acrylic, Ink, Graphite, Paint, Watercolor pencil",Canvas,"$5,000.00",Painting,48  H, 36  W,1.5
/art/Painting-Composition-153/743930/2502041/view,Eduard Zentsik,United States,"red, blue, yellow, brown, contemporary, zentsik, love",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern","Acrylic, Spray Paint",Canvas,"$2,490.00",Painting,27.6  H, 39.4  W,0.8
/art/Painting-Hill/698742/2940453/view,Serena Rossi,Italy,"pastel, pen, spray, sun, colors",Landscape,"Abstract Expressionism, Fine Art","Acrylic, Airbrush, pen, collage","Canvas, Paper",$970.00,Painting,18  H, 18  W,1
/art/Painting-Black-plays-with-dusky-pink-work-no-2014-01/736657/2608766/view,Daniela Schweinsberg,Germany,"pink, off-white, black, small, white, mixed-media, collage, dusky pink, dusky, abstract, ashes",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Modern","Acrylic, charcoal, oil pastels, ashes",Canvas,$910.00,Painting,15.7  H, 19.7  W,1.2
/art/Painting-China-blue/93253/2753576/view,Ute Laum,Germany,"painting, blue, spring, asia, botanic, china, expressionism, abstract, floral, laum, light",Nature,"Abstract, Fine Art, Modern, Expressionism",Acrylic,Canvas,"$1,640.00",Painting,23.6  H, 31.5  W,0.8
/art/Painting-Big-La-Gomera/828527/2728090/view,Andrew Lichota,Poland,"powerful, uncanny, abstract expressionism, colorful, Andrzej Lichota, bigpaint, landscape, modern",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Oil,Canvas,"$19,000.00",Painting,74.8  H, 61.1  W,1
/art/Painting-Sentinel/55846/1575188/view,Marek Hospodarsky,Czech Republic,"reflex, heat, jungle, man, mystery",People,"Expressionism, Figurative, Fine Art",Oil,Canvas,"$1,290.00",Painting,27.6  H, 39.4  W,0.8
/art/Painting-Bilbao/387673/2587800/view,Jose Higuera,Spain,"realism, road, Cityscape, buildings, spain, Bilbao, architecture",Architecture,"Realism, Fine Art",Oil,Wood,"$9,850.00",Painting,32.3  H, 32.3  W,0.2
/art/Painting-A-stroll-through-the-sand-framed/574303/3016758/view,Nestor Toro,United States,"beach, sand, blue, summer, yellow, abstract painting , contemporary, expressive, organic shapes, green, modern, nature",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Acrylic,Canvas,$310.00,Painting,20  H, 16  W,0.5
/art/Painting-Almost-Heaven/845141/2791263/view,Teresa Knight,Canada,"pastel, soft, sunset, heavenly, dreamy, ethereal, pink and peach",Landscape,Fine Art,Acrylic,Wood,"$1,370.00",Painting,40  H, 30  W,1.5
/art/Painting-Cappuccino-Eve/762980/2450198/view,Clint Andre Samuel,United States,"painting, texture, yellow, Mixed Media, abstract expressionism, brown, fine art, abstract, green, haze",Landscape,"Abstract, Modern, Fine Art",Acrylic,Other,$825.00,Painting,24  H, 24  W,0.8
/art/Painting-Event-horizon-XI/411558/3050681/view,Kim Carlino,United States,"silver, space, eventhorizon, organic, circular, cosmos, drawing, abstract, geometric, geometry, linear",Abstract,"Abstract, Fine Art, Conceptual, Modern, Street Art","Gouache, Acrylic, Watercolor, Ink, Pencil","Paper, Other",$370.00,Painting,10  H, 10  W,0.1
/art/Painting-South-West-Highway-Original-Handmade-oil-Painting-One-of-a-kind-Large-size/503607/2567137/view,Vahe Yeremyan,United States,"seascape, oil painting, oil on canvas, Large Landscape, Original Painting, large painting, handmade painting, one of a kind, large seascape, south west art, art, ocean",Landscape,"Fine Art, Impressionism, Realism",Oil,Canvas,"$1,750.00",Painting,30  H, 45  W,0.7
/art/Painting-West-West/410927/3058582/view,Beata Chrzanowska,United States,"color, female, feminine, figures, abstraction, geometry, life, love, minimalism, nudes",Body,"Figurative, Minimalism, Pop Art, Modern, Fine Art","Acrylic, Oil",Canvas,"$1,080.00",Painting,23  H, 17.5  W,2
/art/Painting-vi-in-living-room/903396/3164373/view,Volo Bevza,Germany,"room, stage, chair, earth, green",Interiors,"Figurative, Realism, Fine Art, Abstract","Acrylic, Oil",Canvas,"$2,450.00",Painting,59  H, 78.7  W,1
/art/Painting-Equilibria-12/115900/2624201/view,Adriano Farinella,United States,"realism, sky, cloud, clouds, skyscapes, landscape, light",Landscape,"Fine Art, Realism",Oil,Canvas,"$1,800.00",Painting,24  H, 24  W,3
/art/Painting-Small-study-of-Charles-Darwin/2658/2705827/view,Russell Oliver,United Kingdom,"biology, science, Darwin, atheist, evolution, historical figure, atheism, Charles Darwin",Portrait,"Figurative, Fine Art, Portraiture, Impressionism",Oil,"Canvas, Wood",$340.00,Painting,11.8  H, 7.9  W,0.8
/art/Painting-Turquoise-Waters/491786/3154783/view,tamara gonda,United States,"blue,  abstract landscape,  landscape,  water,  square",Water,"Abstract, Fine Art, Impressionism",Acrylic,Wood,"$1,850.00",Painting,30  H, 30  W,1.5
/art/Painting-The-First-Time-I-Saw-Your-Face/805910/2746010/view,Natalie Rye,United States,"petals, purple, red, decor, design, abstract, floral, flowers, home, landscape, orange",Floral,"Abstract, Abstract Expressionism, Art Deco, Fine Art, Modern",Acrylic,Canvas,$544.00,Painting,20  H, 15.8  W,0.8
